longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_NEAR BAY
-0.6274088616739459,-0.2262352046460459,0.5104757159849564,-0.763393252479718,-0.9426679192104112,-0.912897634687361,-0.9190135242516585,2.751435265206432,452600.0,False,True
-0.6006158048505368,-0.25877182854474345,-0.8923812437932387,2.202685592554207,1.5586060097643628,1.1675005858911085,1.818426081045728,2.7374447060388554,358500.0,False,True
-0.6542019184973169,-0.2750401404940864,1.2820470438629639,-0.4834305121621567,-0.7864983084965307,-0.7387806118972438,-0.7810595520479364,2.123741186251072,352100.0,False,True
-0.680994975320726,-0.2750401404940864,1.2820470438629639,-0.5754795903244895,-0.6712912186256352,-0.6767389141214548,-0.6674503984684006,1.1747933011999043,341300.0,False,True
-0.680994975320726,-0.2750401404940864,1.2820470438629639,-0.4071203955508964,-0.5560841287547398,-0.6697342063080594,-0.5592512045831284,0.11850608404792329,342200.0,False,True
-0.680994975320726,-0.2750401404940864,1.2820470438629639,-0.7447926615557233,-0.7276146847847397,-0.8218364331132192,-0.7377798744938275,0.23054812511262804,269700.0,False,True
-0.680994975320726,-0.29130845244342946,1.2820470438629639,0.025939516218005915,-0.021011200243247728,-0.14037843012431214,0.1305186564354818,0.008521478154921033,299200.0,False,True
-0.680994975320726,-0.29130845244342946,1.2820470438629639,0.29731736841680045,0.48589999518869215,-0.07733605980375245,0.49028097610401183,-0.3083823221492879,241400.0,False,True
-0.707788032144135,-0.29130845244342946,0.5806185639738662,0.03547828079441345,0.4295765290295877,-0.028303105109983812,0.34962202405315795,-0.9194993520069316,226700.0,False,True
-0.680994975320726,-0.29130845244342946,1.2820470438629639,0.5095548802418682,0.5371031462424234,0.31692892283593826,0.6715146258618427,0.027391097872533802,261100.0,False,True
-0.707788032144135,-0.2750401404940864,1.2820470438629639,-0.13288091397917964,-0.1618198656410088,-0.32450217836213724,-0.17243908644328035,-0.2595329327868695,281500.0,False,True
-0.707788032144135,-0.2750401404940864,1.2820470438629639,0.4876157217161309,0.6523102361133188,0.2698973132317112,0.7256142228044788,-0.21991260976608723,241800.0,False,True
-0.707788032144135,-0.2750401404940864,1.2820470438629639,0.0049542341499093255,-0.0594135635335462,-0.13637573994522897,0.006089583467418774,-0.3348350600711751,213500.0,False,True
-0.707788032144135,-0.29130845244342946,1.2820470438629639,-0.8511498865826674,-0.7839381509438441,-0.8898821661576328,-0.7891744915893318,-0.5707934823344093,191300.0,False,True
-0.707788032144135,-0.2750401404940864,1.2820470438629639,0.07744884493060664,0.3297303844748117,-0.02229906984135908,0.4172465202314531,-1.0157285341805524,159200.0,False,True
-0.707788032144135,-0.2750401404940864,1.1417613478851443,-0.6489280775628276,-0.5484036560966801,-0.5376454303983152,-0.5457263053474694,-0.8932817495332388,140000.0,False,True
-0.734581088967506,-0.2750401404940864,1.2820470438629639,-0.2454383359807886,-0.38455357272473994,-0.4415808661003195,-0.3644926555896385,-0.5111866462170901,152500.0,False,True
-0.734581088967506,-0.2750401404940864,1.2820470438629639,-0.5974187488502268,-0.5228020805698145,-0.5866783850920838,-0.440232091309329,-0.8961033749115734,155500.0,False,True
-0.707788032144135,-0.29130845244342946,1.1417613478851443,-0.11523419951282568,-0.10805655703459094,-0.24444837478047415,-0.12645442904203966,-0.9719933408163655,158700.0,False,True
-0.734581088967506,-0.29130845244342946,1.2820470438629639,-0.46626073592462314,-0.5100012928063816,-0.5446501382117107,-0.5159715270290195,-0.612118537354602,162900.0,False,True
-0.734581088967506,-0.2750401404940864,0.4403328679960467,-0.8249182839975466,-0.80185925381265,-0.8258391232923024,-0.8108143303663863,-1.3442715391703919,147500.0,False,True
-0.734581088967506,-0.2750401404940864,0.5806185639738662,-0.4013971368050519,-0.33335042167100865,-0.3054894000114923,-0.2698183609400253,-1.1351773418633853,159800.0,False,True
-0.734581088967506,-0.29130845244342946,1.2820470438629639,-0.02127736843521141,0.11211699249645365,-0.21943156116120444,0.03313938193873682,-1.128417197727792,113900.0,False,True
-0.734581088967506,-0.29130845244342946,1.2820470438629639,-0.37802716359285343,-0.4101551482516056,-0.3815405134140722,-0.38072253467242934,-0.860597922234196,99700.0,False,True
-0.734581088967506,-0.29130845244342946,1.2820470438629639,-0.12238827294513134,-0.1541393929829491,-0.22843761406414154,-0.11833948950064424,-0.614058404802207,132600.0,False,True
-0.761374145790915,-0.2750401404940864,0.5104757159849564,-0.9279369414227481,-0.9580288645265305,-0.9179009974112149,-0.9379483831815811,-0.7293923421416354,107500.0,False,True
-0.761374145790915,-0.2750401404940864,1.0716184998962346,-0.6441586952746238,-0.6482498006514561,-0.6277059594276861,-0.6133508015257645,-0.6965321632564464,93800.0,False,True
-0.761374145790915,-0.2750401404940864,1.2820470438629639,-0.2778701355405742,-0.19510191382593414,-0.13237304976614583,-0.18596398567893938,-1.0796265922274222,105500.0,False,True
-0.761374145790915,-0.29130845244342946,1.1417613478851443,-0.19011350143762487,-0.013330727585188034,-0.10335354596779296,0.019614482703077796,-1.1769726677799672,108900.0,False,True
-0.761374145790915,-0.29130845244342946,1.2820470438629639,-0.835410925031595,-0.8633030350771276,-0.8398485389190934,-0.8405691086848361,-1.1504611459960314,132000.0,False,True
-0.761374145790915,-0.29130845244342946,1.0716184998962346,-0.2692852474218075,-0.12853781745608345,-0.3715337879663643,-0.23735860277444365,-1.0094386609413482,122300.0,False,True
-0.761374145790915,-0.29130845244342946,1.2820470438629639,-0.1562508871913781,-0.04149246066474025,-0.06632866181127378,-0.06694487240513995,-0.9893933639827625,115200.0,False,True
-0.734581088967506,-0.29130845244342946,1.001475651907325,-0.2664236180488852,-0.22582380445817293,-0.20842416316872575,-0.3536727362011113,-1.086151600914821,110400.0,False,True
-0.734581088967506,-0.307576764392784,1.0716184998962346,-0.39376612514392584,-0.3359105792236952,-0.48060709534638024,-0.3699026152839021,-1.334160714898026,104900.0,False,True
-0.734581088967506,-0.307576764392784,1.2119041958740542,0.08794148596465493,0.1966021917351103,0.023731867218097197,0.1900282130723815,-0.5374630325528312,109700.0,False,True
-0.734581088967506,-0.307576764392784,1.0716184998962346,-0.6036189458248917,-0.5509638136493666,-0.6647308435842053,-0.5457263053474694,-1.268851844161989,97200.0,False,True
-0.734581088967506,-0.307576764392784,1.001475651907325,-0.32556395842261193,-0.16694018074638192,-0.24745039241478653,-0.24817852216297087,-1.4974622836691431,104500.0,False,True
-0.761374145790915,-0.307576764392784,1.2820470438629639,-0.46244523009406013,-0.27446679795921763,-0.33350823126507434,-0.16973410659614854,-1.3134100115948568,103900.0,False,True
-0.707788032144135,-0.307576764392784,1.2820470438629639,-0.4819996974756956,-0.42807625112041153,-0.5456508107564815,-0.42400221222653817,-0.09676041877419014,191400.0,False,True
-0.707788032144135,-0.307576764392784,1.2820470438629639,-0.02318512135049292,0.557584406663916,0.14281190004582103,0.6228249886134702,-0.6200543587311682,176000.0,False,True
-0.707788032144135,-0.307576764392784,1.2820470438629639,-0.3889967428557221,-0.20022222893130728,-0.28847796675038884,-0.19137394537320299,-0.9092709600104685,155400.0,False,True
-0.707788032144135,-0.307576764392784,1.2119041958740542,-0.736684711665777,-0.4767192446214563,-0.7177664884570572,-0.5863010030544464,-1.386948623017703,150000.0,False,True
-0.707788032144135,-0.29130845244342946,1.0716184998962346,-0.843041936692721,-0.7557764178642918,-0.7728034784194505,-0.7485997938823548,-1.53990423206826,118800.0,False,True
-0.707788032144135,-0.29130845244342946,1.2820470438629639,-0.7300075764622916,-0.7557764178642918,-0.7678001156955966,-0.7242549752581685,0.18792982512736514,188800.0,False,True
-0.707788032144135,-0.307576764392784,1.2820470438629639,-0.4948770296538458,-0.4767192446214563,-0.5746703145548344,-0.46998686962777886,-0.371574973851574,184400.0,False,True
-0.707788032144135,-0.307576764392784,1.2820470438629639,-0.3932891869151055,-0.1976620713786207,-0.5166313069581286,-0.22653868338591643,-0.5689123987488528,182300.0,False,True
-0.707788032144135,-0.307576764392784,1.1417613478851443,-0.6465433864187257,-0.4485575115419041,-0.618699906524749,-0.4375271114621972,-0.9514777729613909,142500.0,False,True
-0.734581088967506,-0.323845076342127,0.650761411962776,-0.7028220974195302,-0.47415908706876975,-0.6767389141214548,-0.5754810836659192,-1.1226563792470254,137500.0,False,True
-0.707788032144135,-0.323845076342127,0.4403328679960467,-0.8854894390577346,-0.7736975207330978,-0.8118297076655113,-0.8270442094491771,-1.5836394254324468,187500.0,False,True
-0.734581088967506,-0.323845076342127,0.4403328679960467,-0.7319153293775732,-0.31286916124951614,-0.5346434127640028,-0.3076880787998706,-1.0990252667034728,112500.0,False,True
-0.734581088967506,-0.323845076342127,-0.8923812437932387,-0.755762240818592,-0.11317687213996407,-0.49961987369702526,-0.07505981194653537,-1.6005691777024549,171900.0,False,True
-0.734581088967506,-0.323845076342127,0.650761411962776,-0.29217828240518556,-0.10549639948190437,-0.17340062410174817,-0.15891418720762132,-1.2580356135450395,93800.0,False,True
-0.734581088967506,-0.323845076342127,0.5104757159849564,0.35311914118878457,0.9108861489346619,0.72520332110242,0.6877445049446336,-1.4894676784305285,97500.0,False,True
-0.734581088967506,-0.323845076342127,1.2820470438629639,-0.4056895808644353,-0.10549639948190437,-0.0723326970798985,-0.17784904613754396,-1.4091101390100398,104200.0,False,True
-0.761374145790915,-0.323845076342127,1.2820470438629639,-0.6250811661218088,-0.6712912186256352,-0.5336427402192321,-0.6295806806085553,-1.1961362068078234,87500.0,False,True
-0.761374145790915,-0.323845076342127,1.2820470438629639,-0.7323922676063935,-0.6508099582041427,-0.6587268083155806,-0.6647454186212688,-1.31282217297437,83100.0,False,True
-0.761374145790915,-0.323845076342127,1.2820470438629639,-0.592649366562023,-0.5356028683332473,-0.6126958712561243,-0.5592512045831284,-1.2573302072004557,87500.0,False,True
-0.761374145790915,-0.323845076342127,1.2820470438629639,-0.4729378711281084,-0.41527546335697874,-0.5066245815104208,-0.5998259022901055,-1.6620570974053301,85300.0,False,True
-0.761374145790915,-0.323845076342127,1.2820470438629639,-0.5215855704677869,-0.39991451804085937,-0.1603918810197279,-0.4375271114621972,-1.426980433072826,80300.0,False,True
-0.7881672026143242,-0.323845076342127,-2.2250953555825244,-1.1077426536880302,-1.1628414687414557,-1.1410509748951008,-1.105657133703753,-0.6361023530704464,60000.0,False,True
-0.7881672026143242,-0.307576764392784,1.2820470438629639,-0.6484511393340072,-0.7327349998901128,-0.680741604300538,-0.7540097535766184,-0.14796116261855408,75700.0,False,True
-0.7881672026143242,-0.323845076342127,1.0716184998962346,-1.118712232950899,-1.1986836744790677,-1.149056355253267,-1.1976264485062345,1.4541342136550335,75000.0,False,True
-0.7881672026143242,-0.34011338829147,1.1417613478851443,-0.8206258399381633,-0.7864983084965307,-0.8578606447249676,-0.9298334436401857,-1.6127374371465228,86100.0,False,True
-0.8149602594376951,-0.34011338829147,1.2820470438629639,-0.5993265017655084,-0.6661709035202621,-0.713763798277974,-0.8297491892963089,-1.4423230210675202,76100.0,False,True
-0.8149602594376951,-0.34011338829147,1.001475651907325,-0.7881940403783776,-0.8069795689180231,-0.8428505565534057,-0.9000786653217359,-0.6177030042492226,73500.0,False,True
-0.8149602594376951,-0.34011338829147,1.2820470438629639,-0.701391282733069,-0.737855314995486,-0.6307079770619985,-0.7540097535766184,-1.4566074995453395,78400.0,False,True
-0.8149602594376951,-0.34011338829147,1.001475651907325,-0.4891537709080013,-0.366632469855934,-0.4465842288241734,-0.3617876757425067,-1.6688760254029722,84400.0,False,True
-0.7881672026143242,-0.35638170024082455,1.2820470438629639,-0.6932833328431226,-0.6482498006514561,-0.7427833020763269,-0.8622089474618906,-0.608532721769635,81300.0,False,True
-0.8149602594376951,-0.34011338829147,1.2820470438629639,-0.9102902269563942,-0.9938710702641425,-0.9609299168363588,-1.0380326375254578,-1.053996828374216,85000.0,False,True
-0.7881672026143242,-0.34011338829147,0.8611899559295053,0.1528050850842262,0.37581322042316984,0.5891118550135928,0.39290170160726684,-1.56623940226605,129200.0,False,True
-0.7881672026143242,-0.34011338829147,-0.5416670038486899,-0.8168103341076003,-0.8837842954986201,-0.8428505565534057,-0.9163085444045267,-1.1008475664269806,82500.0,False,True
-0.7881672026143242,-0.34011338829147,0.8611899559295053,-0.7371616498945973,-0.5125614503590682,-0.6527227730469559,-0.510561567334756,-1.7141395991804238,95200.0,False,True
-0.7881672026143242,-0.34011338829147,1.0716184998962346,-0.7805630287172516,-0.7506561027589187,-0.6747375690319133,-0.8486840482262316,-1.1137212322156325,75000.0,False,True
-0.7881672026143242,-0.34011338829147,0.8611899559295053,-1.1773756350958053,-1.2626876132962317,-1.2171020882976806,-1.2409061260603433,-1.8485782916856597,67500.0,False,True
-0.7881672026143242,-0.34011338829147,-0.9625240917821485,-0.784855472776635,-0.860742877524441,-0.9449191561200262,-0.9000786653217359,-0.6828355233991138,137500.0,False,True
-0.761374145790915,-0.34011338829147,-1.1729526357488778,-0.5931263047908435,-0.09013545416578499,-0.47260171498821396,-0.07235483209940356,-1.599217148875336,177500.0,False,True
-0.761374145790915,-0.34011338829147,0.15976147604040766,0.2066991049409288,0.16588030110287152,0.0017170712331398465,0.11699375719982277,-0.7043504169089153,102100.0,False,True
-0.761374145790915,-0.34011338829147,-1.0326669397710582,-0.6074344516554547,-0.6508099582041427,-0.5136292893238162,-0.6999101566339823,-1.4892913268443824,108300.0,False,True
-0.7881672026143242,-0.34011338829147,-0.7520955478154192,-0.3508416845500919,-0.3154293188022027,-0.18040533191514369,-0.38072253467242934,-1.6706395412644315,112500.0,False,True
-0.761374145790915,-0.35638170024082455,0.30004717201822717,-0.8568731453285119,-0.8223405142341426,-0.8908828387024036,-0.8405691086848361,-0.9600602168204919,131300.0,False,True
